Acorn,Date,Conso_kWh_predict
ACORN-P,2014-01-13,7.6970908068440265
ACORN-P,2014-01-14,7.650133279422321
ACORN-P,2014-01-15,7.628848019165394
ACORN-P,2014-01-16,7.644673682615535
ACORN-P,2014-01-17,7.6940931331998526
ACORN-P,2014-01-18,7.741701617848345
ACORN-P,2014-01-19,7.7431096063611475
ACORN-P,2014-01-20,7.604490706770532
ACORN-P,2014-01-21,7.624004917056168
ACORN-P,2014-01-22,7.661903887178388
ACORN-P,2014-01-23,7.6733887287300595
ACORN-P,2014-01-24,7.633335127958557
ACORN-P,2014-01-25,7.640410825775089
ACORN-P,2014-01-26,7.737481734753572
ACORN-P,2014-01-27,7.67832547728027
ACORN-P,2014-01-28,7.65260239854187
ACORN-P,2014-01-29,7.597470090346043
ACORN-P,2014-01-30,7.595108778727751
ACORN-P,2014-01-31,7.650256419632767
ACORN-P,2014-02-01,7.661577993998448
ACORN-P,2014-02-02,7.704372455603751
ACORN-P,2014-02-03,7.649147262728512
ACORN-P,2014-02-04,7.5861776918262835
ACORN-P,2014-02-05,7.619990769072349
ACORN-P,2014-02-06,7.6635938270646475
ACORN-P,2014-02-07,7.6733616112340295
ACORN-P,2014-02-08,7.641385992691598
ACORN-P,2014-02-09,7.695822684862357
ACORN-P,2014-02-10,7.651932576849951
ACORN-P,2014-02-11,7.616076933986065
ACORN-P,2014-02-12,7.5404951786201275
ACORN-P,2014-02-13,7.574405780164286
ACORN-C,2014-01-13,14.099953894013128
ACORN-C,2014-01-14,13.876084162916849
ACORN-C,2014-01-15,13.823984665285277
ACORN-C,2014-01-16,13.808987765527535
ACORN-C,2014-01-17,13.808137748623018
ACORN-C,2014-01-18,13.832963320784966
ACORN-C,2014-01-19,13.872889106223386
ACORN-C,2014-01-20,13.808717387411486
ACORN-C,2014-01-21,13.669907064168298
ACORN-C,2014-01-22,13.600695653009776
ACORN-C,2014-01-23,13.79067119370629
ACORN-C,2014-01-24,13.900031599426953
ACORN-C,2014-01-25,13.754411917317151
ACORN-C,2014-01-26,13.78946623979501
ACORN-C,2014-01-27,13.643848226569903
ACORN-C,2014-01-28,13.73241836285684
ACORN-C,2014-01-29,13.715019185500715
ACORN-C,2014-01-30,13.765478896343595
ACORN-C,2014-01-31,13.772407051307884
ACORN-C,2014-02-01,13.777126231793291
ACORN-C,2014-02-02,13.806103158787623
ACORN-C,2014-02-03,13.673628976629749
ACORN-C,2014-02-04,13.675948721398216
ACORN-C,2014-02-05,13.721476615540068
ACORN-C,2014-02-06,13.823980630057346
ACORN-C,2014-02-07,13.73427592304263
ACORN-C,2014-02-08,13.80354467981707
ACORN-C,2014-02-09,13.830654931136863
ACORN-C,2014-02-10,13.621476527436696
ACORN-C,2014-02-11,13.575177525076189
ACORN-C,2014-02-12,13.600674598553866
ACORN-C,2014-02-13,13.607072281202468
ACORN-F,2014-01-13,11.038887963196624
ACORN-F,2014-01-14,10.879220495590404
ACORN-F,2014-01-15,10.94033077795473
ACORN-F,2014-01-16,11.004479128302272
ACORN-F,2014-01-17,10.977935615508338
ACORN-F,2014-01-18,11.13326782089018
ACORN-F,2014-01-19,11.174448676883037
ACORN-F,2014-01-20,10.921426248361009
ACORN-F,2014-01-21,10.818005986219303
ACORN-F,2014-01-22,10.799965762522728
ACORN-F,2014-01-23,10.855868384495595
ACORN-F,2014-01-24,10.850538593308032
ACORN-F,2014-01-25,11.027641971483424
ACORN-F,2014-01-26,11.044421805009149
ACORN-F,2014-01-27,10.869693321131574
ACORN-F,2014-01-28,10.867580806040605
ACORN-F,2014-01-29,10.8888556866441
ACORN-F,2014-01-30,10.852993818975314
ACORN-F,2014-01-31,10.844653441998101
ACORN-F,2014-02-01,11.083479389774984
ACORN-F,2014-02-02,11.1055882979548
ACORN-F,2014-02-03,10.87626508952329
ACORN-F,2014-02-04,10.865060451767217
ACORN-F,2014-02-05,10.836922684440166
ACORN-F,2014-02-06,10.873622794817065
ACORN-F,2014-02-07,10.854760660488063
ACORN-F,2014-02-08,11.066974191901986
ACORN-F,2014-02-09,11.082882443878157
ACORN-F,2014-02-10,10.85008389090895
ACORN-F,2014-02-11,10.865619657828553
ACORN-F,2014-02-12,10.87273099165752
ACORN-F,2014-02-13,10.882896619745738
